i,name,halantname,type,karma,iXt,english,hindi,dhaatu,ii,startshal
१.०१३,राखृँ,राख्, परस्मैपदी, सकर्मकः,सेट्,"to dry out, to decorate, to be sufficient, to refuse, to prevent, to stop","सूखना, शुष्क होना, भूषित करना, कार्यक्षम होना, रोकना, निषेध करना",राख्राखृँ शोषणालमर्थयोःभ्वादिः,130,FALSE
१.०१३१,लाखृँ,लाख्, परस्मैपदी, सकर्मकः,सेट्,"to dry out, to decorate, to be sufficient, to refuse, to prevent, to stop","सूखना, शुष्क होना, भूषित करना, कार्यक्षम होना, रोकना, निषेध करना",लाख्लाखृँ शोषणालमर्थयोःभ्वादिः,131,FALSE
१.०१३२,द्राखृँ,द्राख्, परस्मैपदी, सकर्मकः,सेट्,"to dry out, to decorate, to be sufficient, to refuse, to prevent, to stop","सूखना, शुष्क होना, भूषित करना, कार्यक्षम होना, रोकना, निषेध करना",द्राख्द्राखृँ शोषणालमर्थयोःभ्वादिः,132,FALSE
१.०१३३,ध्राखृँ,ध्राख्, परस्मैपदी, सकर्मकः,सेट्,"to dry out, to decorate, to be sufficient, to refuse, to prevent, to stop","सूखना, शुष्क होना, भूषित करना, कार्यक्षम होना, रोकना, निषेध करना",ध्राख्ध्राखृँ शोषणालमर्थयोःभ्वादिः,133,FALSE
१.०१३४,शाखृँ,शाख्, परस्मैपदी, सकर्मकः,सेट्,"to pervade, to spread, to penetrate, to occupy","शाखा फैलना, डालें पैदा होना",शाख्शाखृँ व्याप्तौभ्वादिः,134,FALSE
१.०१३५,श्लाखृँ,श्लाख्, परस्मैपदी, सकर्मकः,सेट्,"to pervade, to spread, to penetrate, to occupy","व्याप्त होना, फैलना",श्लाख्श्लाखृँ व्याप्तौभ्वादिः,135,FALSE
१.०१३६,उखँ,उख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,उख्उखँ गतौभ्वादिः,136,FALSE
१.०१३७,उखिँ,उङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,उङ्ख्उखिँ गतौभ्वादिः,137,FALSE
१.०१३८,वखँ,वख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,वख्वखँ गतौभ्वादिः,138,FALSE
१.०१३९,वखिँ,वङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,वङ्ख्वखिँ गतौभ्वादिः,139,FALSE
१.०१४,मखँ,मख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,मख्मखँ गतौभ्वादिः,140,FALSE
१.०१४१,मखिँ,मङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,मङ्ख्मखिँ गतौभ्वादिः,141,FALSE
१.०१४२,णखँ,नख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,नख्णखँ गतौभ्वादिः,142,FALSE
१.०१४३,णखिँ,नङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,नङ्ख्णखिँ गतौभ्वादिः,143,FALSE
१.०१४४,रखँ,रख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,रख्रखँ गतौभ्वादिः,144,FALSE
१.०१४५,रखिँ,रङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,रङ्ख्रखिँ गतौभ्वादिः,145,FALSE
१.०१४६,लखँ,लख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,लख्लखँ गतौभ्वादिः,146,FALSE
१.०१४७,लखिँ,लङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,लङ्ख्लखिँ गतौभ्वादिः,147,FALSE
१.०१४८,इखँ,इख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,इख्इखँ गतौभ्वादिः,148,FALSE
१.०१४९,इखिँ,इङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,इङ्ख्इखिँ गतौभ्वादिः,149,FALSE
१.०१५,ईखँ,ईख्, परस्मैपदी, सकर्मकः,सेट्,to go,,ईख्ईखँ गतौभ्वादिः,150,FALSE
१.०१५१,ईखिँ,ईङ्ख्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,ईङ्ख्ईखिँ गतौभ्वादिः,151,FALSE
१.०१५२,वल्गँ,वल्ग्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,वल्ग्वल्गँ गतौभ्वादिः,152,FALSE
१.०१५३,रगिँ,रङ्ग्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,रङ्ग्रगिँ गतौभ्वादिः,153,FALSE
१.०१५४,लगिँ,लङ्ग्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,लङ्ग्लगिँ गतौभ्वादिः,154,FALSE
१.०१५५,अगिँ,अङ्ग्, परस्मैपदी, सकर्मकः,सेट्,to go,जाना,अङ्ग्अगिँ गतौभ्वादिः,155,FALSE
